               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.032633,             0.01571,           0.0034899,             0.84191,             0.83371,             0.86475,             0.55262,            0.022835,           0.0059743,            0.009196,           0.0024265,           0.0024265,           0.0024265
                 155,            0.032689,             0.01578,           0.0035083,             0.84205,             0.83459,             0.86569,             0.55308,            0.022812,           0.0059638,           0.0092136,            0.002377,            0.002377,            0.002377
                 156,            0.032511,            0.015758,           0.0034616,             0.84444,             0.83754,             0.86789,              0.5549,            0.022791,           0.0059545,           0.0092132,           0.0023275,           0.0023275,           0.0023275
                 157,            0.032262,            0.015692,           0.0033581,             0.84663,             0.83897,             0.86874,              0.5567,            0.022761,           0.0059445,           0.0092273,            0.002278,            0.002278,            0.002278
                 158,            0.032062,            0.015662,           0.0033265,             0.84538,              0.8408,             0.86942,             0.55768,            0.022723,           0.0059331,           0.0092397,           0.0022285,           0.0022285,           0.0022285
                 159,            0.032143,            0.015424,           0.0032094,             0.84394,              0.8427,             0.87068,             0.55921,             0.02269,           0.0059221,           0.0092563,            0.002179,            0.002179,            0.002179
                 160,            0.031926,             0.01536,           0.0032135,             0.84545,             0.84374,             0.87116,             0.56138,            0.022658,           0.0059098,           0.0092794,           0.0021295,           0.0021295,           0.0021295
                 161,            0.031972,              0.0154,           0.0030593,             0.84598,             0.84565,             0.87216,             0.56256,            0.022619,           0.0058993,           0.0092943,             0.00208,             0.00208,             0.00208
                 162,            0.031907,            0.015367,           0.0032038,             0.84608,              0.8469,             0.87283,             0.56421,            0.022591,           0.0058889,           0.0093052,           0.0020305,           0.0020305,           0.0020305
                 163,            0.031711,            0.015388,           0.0031956,             0.84917,             0.84631,             0.87411,             0.56527,            0.022558,           0.0058785,           0.0093075,            0.001981,            0.001981,            0.001981
                 164,            0.031815,            0.015358,           0.0031439,             0.85098,             0.84865,             0.87629,             0.56651,            0.022523,           0.0058673,           0.0093155,           0.0019315,           0.0019315,           0.0019315
                 165,            0.031446,            0.015218,            0.003147,             0.85089,             0.84859,             0.87703,             0.56791,            0.022492,           0.0058581,            0.009316,            0.001882,            0.001882,            0.001882
                 166,            0.031476,            0.015176,           0.0028831,             0.85178,             0.84984,             0.87792,             0.56897,            0.022463,           0.0058465,           0.0093331,           0.0018325,           0.0018325,           0.0018325
                 167,            0.031247,            0.015284,           0.0029473,             0.85284,             0.85225,              0.8789,              0.5704,            0.022429,            0.005836,           0.0093571,            0.001783,            0.001783,            0.001783
                 168,            0.031276,            0.015055,           0.0030762,             0.85324,             0.85326,             0.87971,             0.57158,            0.022395,           0.0058259,           0.0093818,           0.0017335,           0.0017335,           0.0017335
                 169,            0.031141,             0.01511,           0.0028546,             0.85325,             0.85515,             0.88053,             0.57363,            0.022359,           0.0058153,           0.0093998,            0.001684,            0.001684,            0.001684
                 170,            0.030873,            0.015104,            0.002784,             0.85238,              0.8564,              0.8808,             0.57489,            0.022327,           0.0058046,           0.0094134,           0.0016345,           0.0016345,           0.0016345
                 171,            0.030969,             0.01498,           0.0027742,             0.85508,             0.85727,             0.88193,             0.57631,            0.022292,           0.0057943,           0.0094312,            0.001585,            0.001585,            0.001585
                 172,            0.030818,            0.015058,           0.0030553,             0.85374,             0.85908,             0.88273,             0.57786,            0.022261,           0.0057843,           0.0094494,           0.0015355,           0.0015355,           0.0015355
                 173,            0.030745,            0.014876,            0.002821,             0.85587,             0.85915,             0.88346,             0.57936,            0.022231,           0.0057752,           0.0094643,            0.001486,            0.001486,            0.001486
                 174,            0.030362,            0.014845,           0.0024751,             0.85476,             0.86218,             0.88538,             0.58133,            0.022201,           0.0057658,            0.009484,           0.0014365,           0.0014365,           0.0014365
                 175,             0.03043,            0.014854,           0.0026138,             0.85795,             0.86076,             0.88669,             0.58359,            0.022166,           0.0057556,            0.009497,            0.001387,            0.001387,            0.001387
                 176,            0.030317,            0.014806,           0.0025376,             0.86214,             0.86016,             0.88733,             0.58456,            0.022134,           0.0057465,           0.0095103,           0.0013375,           0.0013375,           0.0013375
                 177,             0.03028,            0.014827,           0.0025481,              0.8621,              0.8606,             0.88782,             0.58595,            0.022107,           0.0057368,           0.0095268,            0.001288,            0.001288,            0.001288
                 178,            0.030037,            0.014674,            0.002499,             0.86393,             0.86106,             0.88891,             0.58726,             0.02208,           0.0057267,           0.0095445,           0.0012385,           0.0012385,           0.0012385
                 179,             0.02985,            0.014536,           0.0024058,             0.86494,             0.86301,             0.88995,             0.58809,            0.022055,           0.0057181,           0.0095651,            0.001189,            0.001189,            0.001189
                 180,            0.029856,            0.014649,           0.0024537,             0.86494,             0.86342,             0.89044,              0.5894,            0.022026,            0.005709,           0.0095816,           0.0011395,           0.0011395,           0.0011395
                 181,            0.029654,            0.014554,           0.0024959,              0.8656,             0.86469,             0.89137,             0.59109,            0.021999,              0.0057,           0.0095959,             0.00109,             0.00109,             0.00109
                 182,            0.029536,            0.014472,           0.0023027,              0.8678,             0.86456,             0.89252,             0.59211,            0.021969,           0.0056912,           0.0096164,           0.0010405,           0.0010405,           0.0010405
                 183,            0.029635,            0.014394,           0.0023946,              0.8692,             0.86487,             0.89301,             0.59301,            0.021942,           0.0056823,            0.009638,            0.000991,            0.000991,            0.000991
                 184,            0.029497,             0.01448,           0.0022799,             0.86775,             0.86678,              0.8937,             0.59426,            0.021914,           0.0056735,           0.0096557,           0.0009415,           0.0009415,           0.0009415
                 185,            0.029176,            0.014389,           0.0022729,              0.8692,             0.86753,             0.89477,              0.5961,            0.021884,           0.0056651,           0.0096801,            0.000892,            0.000892,            0.000892
                 186,            0.029022,            0.014451,           0.0023363,             0.87093,             0.86795,             0.89512,             0.59757,            0.021856,           0.0056569,           0.0097115,           0.0008425,           0.0008425,           0.0008425
                 187,            0.028911,            0.014339,           0.0021717,             0.87224,             0.86724,             0.89576,             0.59936,            0.021831,           0.0056485,           0.0097312,            0.000793,            0.000793,            0.000793
                 188,            0.028811,            0.014274,           0.0020385,              0.8726,              0.8687,             0.89643,             0.60093,            0.021802,           0.0056406,            0.009751,           0.0007435,           0.0007435,           0.0007435
                 189,            0.028575,            0.014204,           0.0021334,               0.872,             0.87038,              0.8968,             0.60206,             0.02177,           0.0056321,           0.0097757,            0.000694,            0.000694,            0.000694
                 190,            0.028569,            0.013985,           0.0019991,             0.87312,             0.87143,              0.8976,             0.60332,             0.02174,           0.0056243,           0.0097922,           0.0006445,           0.0006445,           0.0006445
                 191,             0.02855,            0.014099,           0.0021164,             0.87504,             0.87296,             0.89769,              0.6049,            0.021714,           0.0056161,           0.0098136,            0.000595,            0.000595,            0.000595
                 192,            0.028326,             0.01404,           0.0020514,             0.87582,             0.87447,             0.89855,             0.60638,             0.02168,           0.0056087,           0.0098308,           0.0005455,           0.0005455,           0.0005455
                 193,             0.02812,            0.014012,            0.002109,             0.87434,             0.87493,             0.89857,             0.60742,            0.021652,           0.0056016,           0.0098439,            0.000496,            0.000496,            0.000496
                 194,            0.028025,            0.013956,           0.0018383,              0.8721,             0.87729,             0.89953,             0.60901,            0.021619,            0.005594,           0.0098596,           0.0004465,           0.0004465,           0.0004465
                 195,            0.027934,            0.013855,           0.0018417,             0.87282,             0.87729,             0.89962,             0.61126,            0.021589,           0.0055864,            0.009874,            0.000397,            0.000397,            0.000397
                 196,            0.027893,            0.013793,           0.0018469,             0.87346,             0.87774,             0.90003,             0.61199,            0.021562,           0.0055786,           0.0098912,           0.0003475,           0.0003475,           0.0003475
                 197,            0.027608,            0.013899,           0.0018276,              0.8753,             0.87827,             0.90039,             0.61338,            0.021531,           0.0055721,           0.0099189,            0.000298,            0.000298,            0.000298
                 198,            0.027647,            0.013782,           0.0018466,             0.87507,              0.8799,             0.90096,             0.61432,            0.021504,           0.0055648,           0.0099433,           0.0002485,           0.0002485,           0.0002485
                 199,            0.027494,            0.013762,           0.0019066,             0.87352,             0.88117,             0.90152,             0.61537,            0.021477,           0.0055582,            0.009966,            0.000199,            0.000199,            0.000199
